Type,EDI_Std_Nomenclature,AISC_Manual_Label,Design Wall Thickness,Nominal Weight,"Area, A","Depth, d",,Web/Stem,,,,Flange,,,,Distance,,,,,,Shear Critical,Compact Section Criteria,,,b/t,h/t,D/t,Axis X - X,,,,,,Axis Y - Y,,,,,,Axis Z - Z,,,,rts,ho,J/Sxho,Workable Flat,,Torsional Properties,,,,, Surface Area 
,,,,,,,,,,,,,,,,k,,k1,T,Workable Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,t,W,,,,"Thickness, tw",,tw/2,Area,"Width, bf",,"Thickness, tf",,kdes,kdet,,,WGi,WGo,eo,,,,,,,I,S,r,y?,Z,yp,I,S,r,x?,Z,xp,I,S,r,tan ?,,,,Depth,Width,J,C,Cw,r?o,H,
,,,in.,lb/ft,in.2,in.,,in.,,in.,in.2,in.,,in.,,in.,,in.,in.,in.,in.,in.,bf/2tf,h/tw,d/tw,,,,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,,in.,in.,,in.,in.,in.4,in.3,in.6,in.,, ft2/ft 
L,L5X5X5/8,L5X5X5/8,–,20.0,5.90,5.00,–,–,  5/8 ,–,–,–,–,–,–,1.13,1  1/8 ,–,–,–,–,–,–,–,–,–,–,–,13.6,3.85,1.52,1.47,6.93,0.590,13.6,3.85,1.52,1.47,6.93,0.590,5.62,2.70,0.975,1.00,–,–,–,–,–,0.792,–,1.40,2.70,0.630,–
L,L5X5X1/2,L5X5X1/2,–,16.2,4.79,5.00,–,–,  1/2 ,–,–,–,–,–,–,1.00,1      ,–,–,–,–,–,–,–,–,–,–,–,11.3,3.15,1.53,1.42,5.66,0.479,11.3,3.15,1.53,1.42,5.66,0.479,4.64,2.31,0.980,1.00,–,–,–,–,–,0.417,–,0.744,2.73,0.630,–
L,L5X5X7/16,L5X5X7/16,–,14.3,4.22,5.00,–,–,  7/16,–,–,–,–,–,–,0.938, 15/16,–,–,–,–,–,–,–,–,–,–,–,10.0,2.78,1.54,1.40,5.00,0.422,10.0,2.78,1.54,1.40,5.00,0.422,4.04,2.04,0.983,1.00,–,–,–,–,–,0.284,–,0.508,2.74,0.630,–
L,L5X5X3/8,L5X5X3/8,–,12.3,3.65,5.00,–,–,  3/8 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,8.76,2.41,1.55,1.37,4.33,0.365,8.76,2.41,1.55,1.37,4.33,0.365,3.55,1.83,0.986,1.00,–,–,–,–,–,0.183,–,0.327,2.76,0.630,–
L,L5X5X5/16,L5X5X5/16,–,10.3,3.07,5.00,–,–,  5/16,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,7.44,2.04,1.56,1.35,3.65,0.307,7.44,2.04,1.56,1.35,3.65,0.307,3.00,1.57,0.990,1.00,–,–,–,–,–,0.108,–,0.193,2.77,0.630,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L5X3-1/2X3/4,L5X3-1/2X3/4,–,19.8,5.85,3.50,–,–,  3/4 ,–,–,–,–,–,–,1.19,1  3/16,–,–,–,–,–,–,–,–,–,–,–,13.9,4.26,1.55,1.74,7.60,1.10,5.52,2.20,0.974,0.993,4.07,0.585,3.23,1.90,0.744,0.464,–,–,–,–,–,1.09,–,1.52,2.36,–,–
L,L5X3-1/2X5/8,L5X3-1/2X5/8,–,16.8,4.93,3.50,–,–,  5/8 ,–,–,–,–,–,–,1.06,1  1/16,–,–,–,–,–,–,–,–,–,–,–,12.0,3.63,1.56,1.69,6.50,1.06,4.80,1.88,0.987,0.947,3.43,0.493,2.74,1.59,0.746,0.472,–,–,–,–,–,0.651,–,0.918,2.39,–,–
L,L5X3-1/2X1/2,L5X3-1/2X1/2,–,13.6,4.00,3.50,–,–,  1/2 ,–,–,–,–,–,–,0.938, 15/16,–,–,–,–,–,–,–,–,–,–,–,10.0,2.97,1.58,1.65,5.33,1.00,4.02,1.55,1.00,0.901,2.79,0.400,2.26,1.30,0.750,0.479,–,–,–,–,–,0.343,–,0.491,2.42,–,–
L,L5X3-1/2X3/8,L5X3-1/2X3/8,–,10.4,3.05,3.50,–,–,  3/8 ,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,7.75,2.28,1.59,1.60,4.09,0.933,3.15,1.19,1.02,0.854,2.12,0.305,1.73,0.983,0.755,0.485,–,–,–,–,–,0.150,–,0.217,2.45,–,–
L,L5X3-1/2X5/16,L5X3-1/2X5/16,–,8.70,2.56,3.50,–,–,  5/16,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,6.58,1.92,1.60,1.57,3.45,0.904,2.69,1.01,1.02,0.829,1.77,0.256,1.47,0.826,0.758,0.489,–,–,–,–,–,0.0883,–,0.128,2.47,–,–
L,L5X3-1/2X1/4,L5X3-1/2X1/4,–,7.00,2.07,3.50,–,–,  1/4 ,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,5.36,1.55,1.61,1.55,2.78,0.860,2.20,0.816,1.03,0.804,1.42,0.207,1.19,0.665,0.761,0.491,–,–,–,–,–,0.0464,–,0.0670,2.48,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L5X3X1/2,L5X3X1/2,–,12.8,3.75,3.00,–,–,  1/2 ,–,–,–,–,–,–,0.938, 15/16,–,–,–,–,–,–,–,–,–,–,–,9.43,2.89,1.58,1.74,5.12,1.25,2.55,1.13,0.824,0.746,2.08,0.375,1.55,0.957,0.642,0.357,–,–,–,–,–,0.322,–,0.444,2.38,–,–
L,L5X3X7/16,L5X3X7/16,–,11.3,3.31,3.00,–,–,  7/16,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,8.41,2.56,1.59,1.72,4.53,1.22,2.29,1.00,0.831,0.722,1.82,0.331,1.37,0.840,0.644,0.361,–,–,–,–,–,0.220,–,0.304,2.39,–,–
L,L5X3X3/8,L5X3X3/8,–,9.80,2.86,3.00,–,–,  3/8 ,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,7.35,2.22,1.60,1.69,3.93,1.19,2.01,0.874,0.838,0.698,1.57,0.286,1.20,0.727,0.646,0.364,–,–,–,–,–,0.141,–,0.196,2.41,–,–
L,L5X3X5/16,L5X3X5/16,–,8.20,2.41,3.00,–,–,  5/16,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,6.24,1.87,1.61,1.67,3.32,1.14,1.72,0.739,0.846,0.673,1.31,0.241,1.01,0.608,0.649,0.368,–,–,–,–,–,0.0832,–,0.116,2.42,–,–
L,L5X3X1/4,L5X3X1/4,–,6.60,1.94,3.00,–,–,  1/4 ,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,5.09,1.51,1.62,1.64,2.68,1.12,1.41,0.600,0.853,0.648,1.05,0.194,0.825,0.491,0.652,0.371,–,–,–,–,–,0.0438,–,0.0606,2.43,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L4X4X3/4,L4X4X3/4,–,18.5,5.44,4.00,–,–,  3/4 ,–,–,–,–,–,–,1.13,1  1/8 ,–,–,–,–,–,–,–,–,–,–,–,7.62,2.79,1.18,1.27,5.02,0.680,7.62,2.79,1.18,1.27,5.02,0.680,3.25,1.81,0.774,1.00,–,–,–,–,–,1.02,–,1.12,2.10,0.640,–
L,L4X4X5/8,L4X4X5/8,–,15.7,4.61,4.00,–,–,  5/8 ,–,–,–,–,–,–,1.00,1      ,–,–,–,–,–,–,–,–,–,–,–,6.62,2.38,1.20,1.22,4.28,0.576,6.62,2.38,1.20,1.22,4.28,0.576,2.76,1.60,0.774,1.00,–,–,–,–,–,0.610,–,0.680,2.13,0.630,–
L,L4X4X1/2,L4X4X1/2,–,12.8,3.75,4.00,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,5.52,1.96,1.21,1.18,3.50,0.469,5.52,1.96,1.21,1.18,3.50,0.469,2.25,1.35,0.776,1.00,–,–,–,–,–,0.322,–,0.366,2.16,0.630,–
L,L4X4X7/16,L4X4X7/16,–,11.3,3.30,4.00,–,–,  7/16,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,4.93,1.73,1.22,1.15,3.10,0.413,4.93,1.73,1.22,1.15,3.10,0.413,1.99,1.22,0.777,1.00,–,–,–,–,–,0.220,–,0.252,2.18,0.630,–
L,L4X4X3/8,L4X4X3/8,–,9.80,2.86,4.00,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,4.32,1.50,1.23,1.13,2.69,0.358,4.32,1.50,1.23,1.13,2.69,0.358,1.73,1.08,0.779,1.00,–,–,–,–,–,0.141,–,0.162,2.19,0.630,–
L,L4X4X5/16,L4X4X5/16,–,8.20,2.40,4.00,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,3.67,1.27,1.24,1.11,2.26,0.300,3.67,1.27,1.24,1.11,2.26,0.300,1.46,0.930,0.781,1.00,–,–,–,–,–,0.0832,–,0.0963,2.21,0.630,–
L,L4X4X1/4,L4X4X1/4,–,6.60,1.93,4.00,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,3.00,1.03,1.25,1.08,1.82,0.241,3.00,1.03,1.25,1.08,1.82,0.241,1.19,0.778,0.783,1.00,–,–,–,–,–,0.0438,–,0.0505,2.22,0.630,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L4X3-1/2X1/2,L4X3-1/2X1/2,–,11.9,3.50,3.50,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,5.30,1.92,1.23,1.24,3.46,0.500,3.76,1.50,1.04,0.994,2.69,0.438,1.79,1.16,0.716,0.750,–,–,–,–,–,0.301,–,0.302,2.03,–,–
L,L4X3-1/2X3/8,L4X3-1/2X3/8,–,9.10,2.68,3.50,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,4.15,1.48,1.25,1.20,2.66,0.427,2.96,1.16,1.05,0.947,2.06,0.335,1.39,0.939,0.719,0.755,–,–,–,–,–,0.132,–,0.134,2.06,–,–
L,L4X3-1/2X5/16,L4X3-1/2X5/16,–,7.70,2.25,3.50,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,3.53,1.25,1.25,1.17,2.24,0.400,2.52,0.980,1.06,0.923,1.74,0.281,1.16,0.806,0.721,0.757,–,–,–,–,–,0.0782,–,0.0798,2.08,–,–
L,L4X3-1/2X1/4,L4X3-1/2X1/4,–,6.20,1.82,3.50,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,2.89,1.01,1.26,1.14,1.81,0.360,2.07,0.794,1.07,0.897,1.40,0.228,0.953,0.653,0.723,0.759,–,–,–,–,–,0.0412,–,0.0419,2.09,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L4X3X5/8,L4X3X5/8,–,13.6,3.99,3.00,–,–,  5/8 ,–,–,–,–,–,–,1.00,1      ,–,–,–,–,–,–,–,–,–,–,–,6.01,2.28,1.23,1.37,4.08,0.808,2.85,1.34,0.845,0.867,2.45,0.499,1.59,1.13,0.631,0.534,–,–,–,–,–,0.529,–,0.472,1.91,–,–
L,L4X3X1/2,L4X3X1/2,–,11.1,3.25,3.00,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,5.02,1.87,1.24,1.32,3.36,0.750,2.40,1.10,0.858,0.822,1.99,0.406,1.30,0.929,0.633,0.542,–,–,–,–,–,0.281,–,0.255,1.94,–,–
L,L4X3X3/8,L4X3X3/8,–,8.50,2.49,3.00,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,3.94,1.44,1.26,1.27,2.60,0.680,1.89,0.851,0.873,0.775,1.52,0.311,1.00,0.699,0.636,0.551,–,–,–,–,–,0.123,–,0.114,1.97,–,–
L,L4X3X5/16,L4X3X5/16,–,7.20,2.09,3.00,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,3.36,1.22,1.27,1.25,2.19,0.656,1.62,0.721,0.880,0.750,1.28,0.261,0.849,0.590,0.638,0.554,–,–,–,–,–,0.0731,–,0.0676,1.98,–,–
L,L4X3X1/4,L4X3X1/4,–,5.80,1.69,3.00,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,2.75,0.988,1.27,1.22,1.77,0.620,1.33,0.585,0.887,0.725,1.03,0.211,0.692,0.474,0.639,0.558,–,–,–,–,–,0.0386,–,0.0356,1.99,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L3-1/2X3-1/2X1/2,L3-1/2X3-1/2X1/2,–,11.1,3.25,3.50,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,3.63,1.48,1.05,1.05,2.66,0.464,3.63,1.48,1.05,1.05,2.66,0.464,1.51,1.02,0.679,1.00,–,–,–,–,–,0.281,–,0.238,1.87,0.630,–
L,L3-1/2X3-1/2X7/16,L3-1/2X3-1/2X7/16,–,9.80,2.89,3.50,–,–,  7/16,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,3.25,1.32,1.06,1.03,2.36,0.413,3.25,1.32,1.06,1.03,2.36,0.413,1.33,0.911,0.681,1.00,–,–,–,–,–,0.192,–,0.164,1.89,0.630,–
L,L3-1/2X3-1/2X3/8,L3-1/2X3-1/2X3/8,–,8.50,2.50,3.50,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,2.86,1.15,1.07,1.00,2.06,0.357,2.86,1.15,1.07,1.00,2.06,0.357,1.17,0.830,0.683,1.00,–,–,–,–,–,0.123,–,0.106,1.90,0.630,–
L,L3-1/2X3-1/2X5/16,L3-1/2X3-1/2X5/16,–,7.20,2.10,3.50,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,2.44,0.969,1.08,0.979,1.74,0.300,2.44,0.969,1.08,0.979,1.74,0.300,0.984,0.713,0.685,1.00,–,–,–,–,–,0.0731,–,0.0634,1.92,0.630,–
L,L3-1/2X3-1/2X1/4,L3-1/2X3-1/2X1/4,–,5.80,1.70,3.50,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,2.00,0.787,1.09,0.954,1.41,0.243,2.00,0.787,1.09,0.954,1.41,0.243,0.802,0.594,0.688,1.00,–,–,–,–,–,0.0386,–,0.0334,1.93,0.630,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L3-1/2X3X1/2,L3-1/2X3X1/2,–,10.2,3.02,3.00,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,3.45,1.45,1.07,1.12,2.61,0.480,2.32,1.09,0.877,0.869,1.97,0.431,1.15,0.846,0.618,0.713,–,–,–,–,–,0.260,–,0.191,1.75,–,–
L,L3-1/2X3X7/16,L3-1/2X3X7/16,–,9.10,2.67,3.00,–,–,  7/16,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,3.10,1.29,1.08,1.09,2.32,0.449,2.09,0.971,0.885,0.846,1.75,0.381,1.02,0.773,0.620,0.717,–,–,–,–,–,0.178,–,0.132,1.76,–,–
L,L3-1/2X3X3/8,L3-1/2X3X3/8,–,7.90,2.32,3.00,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,2.73,1.12,1.09,1.07,2.03,0.407,1.84,0.847,0.892,0.823,1.52,0.331,0.894,0.693,0.622,0.720,–,–,–,–,–,0.114,–,0.0858,1.78,–,–
L,L3-1/2X3X5/16,L3-1/2X3X5/16,–,6.60,1.95,3.00,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,2.33,0.951,1.09,1.05,1.72,0.380,1.58,0.718,0.900,0.798,1.28,0.279,0.758,0.602,0.624,0.722,–,–,–,–,–,0.0680,–,0.0512,1.79,–,–
L,L3-1/2X3X1/4,L3-1/2X3X1/4,–,5.40,1.58,3.00,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,1.92,0.773,1.10,1.02,1.39,0.340,1.30,0.585,0.908,0.773,1.04,0.226,0.622,0.486,0.628,0.725,–,–,–,–,–,0.0360,–,0.0270,1.80,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L3-1/2X2-1/2X1/2,L3-1/2X2-1/2X1/2,–,9.40,2.77,2.50,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,3.24,1.41,1.08,1.20,2.52,0.730,1.36,0.756,0.701,0.701,1.39,0.396,0.781,0.651,0.532,0.485,–,–,–,–,–,0.234,–,0.159,1.66,–,–
L,L3-1/2X2-1/2X3/8,L3-1/2X2-1/2X3/8,–,7.20,2.12,2.50,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,2.56,1.09,1.10,1.15,1.96,0.673,1.09,0.589,0.716,0.655,1.07,0.303,0.609,0.499,0.535,0.495,–,–,–,–,–,0.103,–,0.0714,1.69,–,–
L,L3-1/2X2-1/2X5/16,L3-1/2X2-1/2X5/16,–,6.10,1.79,2.50,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,2.20,0.925,1.11,1.13,1.67,0.636,0.937,0.501,0.723,0.632,0.900,0.256,0.518,0.418,0.538,0.500,–,–,–,–,–,0.0611,–,0.0426,1.71,–,–
L,L3-1/2X2-1/2X1/4,L3-1/2X2-1/2X1/4,–,4.90,1.45,2.50,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,1.81,0.753,1.12,1.10,1.36,0.600,0.775,0.410,0.731,0.607,0.728,0.207,0.426,0.341,0.541,0.504,–,–,–,–,–,0.0322,–,0.0225,1.72,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L3X3X1/2,L3X3X1/2,–,9.40,2.76,3.00,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,2.20,1.06,0.895,0.929,1.91,0.460,2.20,1.06,0.895,0.929,1.91,0.460,0.922,0.704,0.580,1.00,–,–,–,–,–,0.230,–,0.144,1.59,0.630,–
L,L3X3X7/16,L3X3X7/16,–,8.30,2.43,3.00,–,–,  7/16,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,1.98,0.946,0.903,0.907,1.70,0.405,1.98,0.946,0.903,0.907,1.70,0.405,0.817,0.638,0.580,1.00,–,–,–,–,–,0.157,–,0.100,1.60,0.630,–
L,L3X3X3/8,L3X3X3/8,–,7.20,2.11,3.00,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,1.75,0.825,0.910,0.884,1.48,0.352,1.75,0.825,0.910,0.884,1.48,0.352,0.716,0.573,0.581,1.00,–,–,–,–,–,0.101,–,0.0652,1.62,0.630,–
L,L3X3X5/16,L3X3X5/16,–,6.10,1.78,3.00,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,1.50,0.699,0.918,0.860,1.26,0.297,1.50,0.699,0.918,0.860,1.26,0.297,0.606,0.497,0.583,1.00,–,–,–,–,–,0.0597,–,0.0390,1.64,0.630,–
L,L3X3X1/4,L3X3X1/4,–,4.90,1.44,3.00,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,1.23,0.569,0.926,0.836,1.02,0.240,1.23,0.569,0.926,0.836,1.02,0.240,0.490,0.415,0.585,1.00,–,–,–,–,–,0.0313,–,0.0206,1.65,0.630,–
L,L3X3X3/16,L3X3X3/16,–,3.71,1.09,3.00,–,–,  3/16,–,–,–,–,–,–,0.563,  9/16,–,–,–,–,–,–,–,–,–,–,–,0.948,0.433,0.933,0.812,0.774,0.182,0.948,0.433,0.933,0.812,0.774,0.182,0.373,0.324,0.586,1.00,–,–,–,–,–,0.0136,–,0.00899,1.67,0.630,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L3X2-1/2X1/2,L3X2-1/2X1/2,–,8.50,2.50,2.50,–,–,  1/2 ,–,–,–,–,–,–,0.875,  7/8 ,–,–,–,–,–,–,–,–,–,–,–,2.07,1.03,0.910,0.995,1.86,0.500,1.29,0.736,0.718,0.746,1.34,0.417,0.665,0.568,0.516,0.666,–,–,–,–,–,0.213,–,0.112,1.46,–,–
L,L3X2-1/2X7/16,L3X2-1/2X7/16,–,7.60,2.22,2.50,–,–,  7/16,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,1.87,0.921,0.917,0.972,1.66,0.463,1.17,0.656,0.724,0.724,1.19,0.370,0.594,0.521,0.516,0.671,–,–,–,–,–,0.146,–,0.0777,1.48,–,–
L,L3X2-1/2X3/8,L3X2-1/2X3/8,–,6.60,1.93,2.50,–,–,  3/8 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,1.65,0.803,0.924,0.949,1.45,0.427,1.03,0.573,0.731,0.701,1.03,0.322,0.514,0.463,0.517,0.675,–,–,–,–,–,0.0943,–,0.0507,1.49,–,–
L,L3X2-1/2X5/16,L3X2-1/2X5/16,–,5.60,1.63,2.50,–,–,  5/16,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,1.41,0.681,0.932,0.925,1.23,0.392,0.888,0.487,0.739,0.677,0.873,0.272,0.435,0.403,0.518,0.679,–,–,–,–,–,0.0560,–,0.0304,1.51,–,–
L,L3X2-1/2X1/4,L3X2-1/2X1/4,–,4.50,1.32,2.50,–,–,  1/4 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,1.16,0.555,0.940,0.900,1.00,0.360,0.734,0.397,0.746,0.653,0.707,0.220,0.355,0.329,0.520,0.683,–,–,–,–,–,0.0296,–,0.0161,1.52,–,–
L,L3X2-1/2X3/16,L3X2-1/2X3/16,–,3.39,1.00,2.50,–,–,  3/16,–,–,–,–,–,–,0.563,  9/16,–,–,–,–,–,–,–,–,–,–,–,0.899,0.423,0.947,0.874,0.761,0.333,0.568,0.303,0.753,0.627,0.536,0.167,0.271,0.246,0.521,0.687,–,–,–,–,–,0.0130,–,0.00705,1.54,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L3X2X1/2,L3X2X1/2,–,7.70,2.26,2.00,–,–,  1/2 ,–,–,–,–,–,–,0.813, 13/16,–,–,–,–,–,–,–,–,–,–,–,1.92,1.00,0.922,1.08,1.78,0.740,0.667,0.470,0.543,0.580,0.887,0.377,0.409,0.411,0.425,0.413,–,–,–,–,–,0.192,–,0.0908,1.39,–,–
L,L3X2X3/8,L3X2X3/8,–,5.90,1.75,2.00,–,–,  3/8 ,–,–,–,–,–,–,0.688, 11/16,–,–,–,–,–,–,–,–,–,–,–,1.54,0.779,0.937,1.03,1.39,0.667,0.539,0.368,0.555,0.535,0.679,0.292,0.319,0.313,0.426,0.426,–,–,–,–,–,0.0855,–,0.0413,1.42,–,–
L,L3X2X5/16,L3X2X5/16,–,5.00,1.48,2.00,–,–,  5/16,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,1.32,0.662,0.945,1.01,1.19,0.632,0.467,0.314,0.562,0.511,0.572,0.247,0.271,0.263,0.428,0.432,–,–,–,–,–,0.0510,–,0.0248,1.43,–,–
L,L3X2X1/4,L3X2X1/4,–,4.10,1.20,2.00,–,–,  1/4 ,–,–,–,–,–,–,0.563,  9/16,–,–,–,–,–,–,–,–,–,–,–,1.09,0.541,0.953,0.980,0.969,0.600,0.390,0.258,0.569,0.487,0.463,0.200,0.223,0.214,0.431,0.437,–,–,–,–,–,0.0270,–,0.0132,1.45,–,–
L,L3X2X3/16,L3X2X3/16,–,3.07,0.917,2.00,–,–,  3/16,–,–,–,–,–,–,0.500,  1/2 ,–,–,–,–,–,–,–,–,–,–,–,0.847,0.414,0.961,0.952,0.743,0.555,0.305,0.198,0.577,0.462,0.351,0.153,0.173,0.163,0.435,0.442,–,–,–,–,–,0.0119,–,0.00576,1.46,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,L2-1/2X2-1/2X1/2,L2-1/2X2-1/2X1/2,–,7.70,2.26,2.50,–,–,  1/2 ,–,–,–,–,–,–,0.750,  3/4 ,–,–,–,–,–,–,–,–,–,–,–,1.22,0.716,0.735,0.803,1.29,0.452,1.22,0.716,0.735,0.803,1.29,0.452,0.526,0.461,0.481,1.00,–,–,–,–,–,0.188,–,0.0791,1.30,0.640,–
L,L2-1/2X2-1/2X3/8,L2-1/2X2-1/2X3/8,–,5.90,1.73,2.50,–,–,  3/8 ,–,–,–,–,–,–,0.625,  5/8 ,–,–,–,–,–,–,–,–,–,–,–,0.972,0.558,0.749,0.758,1.01,0.346,0.972,0.558,0.749,0.758,1.01,0.346,0.400,0.374,0.481,1.00,–,–,–,–,–,0.0833,–,0.0362,1.33,0.630,–
L,L2-1/2X2-1/2X5/16,L2-1/2X2-1/2X5/16,–,5.00,1.46,2.50,–,–,  5/16,–,–,–,–,–,–,0.563,  9/16,–,–,–,–,–,–,–,–,–,–,–,0.837,0.474,0.756,0.735,0.853,0.292,0.837,0.474,0.756,0.735,0.853,0.292,0.338,0.325,0.481,1.00,–,–,–,–,–,0.0495,–,0.0218,1.35,0.630,–
L,L2-1/2X2-1/2X1/4,L2-1/2X2-1/2X1/4,–,4.10,1.19,2.50,–,–,  1/4 ,–,–,–,–,–,–,0.500,  1/2 ,–,–,–,–,–,–,–,–,–,–,–,0.692,0.387,0.764,0.711,0.695,0.238,0.692,0.387,0.764,0.711,0.695,0.238,0.276,0.273,0.482,1.00,–,–,–,–,–,0.0261,–,0.0116,1.36,0.630,–
